acc_x,acc_y,acc_z,label
1.1513946606288452,-0.27974758448867265,-0.276818537671975,1.0
0.621436060237429,-0.0946278664399179,-0.21375199733282294,1.0
0.7108426580050744,-0.19784161354902216,-0.24585664934760318,1.0
1.3609323360030152,-0.12029004130743873,-0.5621668306708161,1.0
1.2614045365410882,0.10945767596038075,-0.20111179845252236,1.0
0.6824777748488858,0.192166230052752,0.044366543403562296,1.0
0.9606081707190683,0.11883737641917529,0.3897874543205036,1.0
0.9035043446001897,0.9861310164400269,0.3104607857891556,1.0
1.298836585212393,-0.5035692090060782,-0.06901146907326372,1.0
1.9869155917408285,-1.6754477770974265,-0.16424167814109647,1.0
0.8907020420359658,-0.23145250701099684,0.15700548588377825,1.0
0.9314153169677193,0.45327895815126545,0.15585747842257427,1.0
1.0290019386726792,0.15191178015874876,-0.05923528852711295,1.0
0.824561937637499,-0.12404735055427726,0.021929526242718198,1.0
1.098995186530496,0.10023119271811955,-0.5962531662519929,1.0
1.139105185378987,0.13502776414773265,0.015509094199479802,1.0
1.293508709821,0.5773207204217967,-0.10841536951860146,1.0
0.8569873515303364,0.09601725356681305,-0.02538863935022276,1.0
0.7693691213986139,-0.2629965549196445,-0.04606284347354586,1.0
0.7072680927749759,-0.6811220497038256,0.2596155545977942,1.0
1.0111563301317952,0.11023429006284745,-0.06507980777576865,1.0
1.3315959098168322,0.06030800851525368,-0.6338564289598968,1.0
0.5660622838509559,-0.35097450143203174,0.37243039606348977,1.0
1.1686749700554726,0.23414953507829922,0.11929019280207126,1.0
0.7788792927881459,0.49125525986435264,0.07418325740851464,1.0
0.917101251153254,0.1430645583785896,0.193440437430808,1.0
0.993175643845222,0.021830398334919215,-0.017976664549731517,1.0
0.8694355966041556,0.4032188760658136,0.038503530984554,1.0
1.250689327490713,-0.030268750731457295,0.04702185948971898,1.0
1.3457522744896326,0.7314693792039693,-0.25220359667887804,1.0
0.9045912669006051,0.06635722434046441,-0.46043468445527,1.0
1.2176561248644213,0.17886648189551338,0.15108140313493232,1.0
1.0269499063365255,0.4355149967326127,0.17873802212799011,1.0
1.0579527537528879,0.06276586898771482,-0.012350720069139707,1.0
0.7394033090231548,-0.08943231403703536,-0.6794156351505076,1.0
0.8541507785656817,0.6345707091511547,-0.3656121093623404,1.0
1.0360651094282018,0.40375802339007666,0.3320550639422281,1.0
1.3078622806448328,-0.11501823378168687,0.5054926817667439,1.0
1.2424811475798963,-0.2044692788346499,-0.2878203423162574,1.0
0.5459490366419353,0.006744500631368882,0.0858530675757483,1.0
1.3054706400334561,-0.027347363912020143,-0.15753589590751693,1.0
0.49326278814773084,-0.20649409182225678,0.019681121874406862,1.0
0.3130188252404918,-0.04256679669878405,0.5766877919109796,1.0
0.4248921885967353,-0.1436041599529349,-0.604483817479005,1.0
1.413075461340615,-0.582438651884638,-0.22351736135052488,1.0
1.3709343489853216,0.17978033965753,-0.14564678060352618,1.0
1.3737313885408653,0.39188610536416374,-0.3590038065194598,1.0
1.0006615138637254,-0.39021034119712633,-0.4216944334497461,1.0
0.7506312473886471,-0.1646902092367714,0.47044456511125915,1.0
1.0810888426717031,-0.38387799759406016,0.34076601568546067,1.0
1.109909233928096,-0.0772071758971076,-0.17774658389965717,1.0
0.6281273076970316,-0.2621985675327792,0.08543714445654761,1.0
0.9146888212829788,-0.25075249648225206,-0.34343372315562426,1.0
1.4145306336589563,0.6029617234776644,0.3617522433109559,1.0
0.734251980509796,-0.16488770714250864,-0.10682419231954915,1.0
0.5264122453023826,1.2508302131537303,0.9649715242380557,1.0
0.9125789130859648,-0.3772444672314055,-0.34600920754965575,1.0
1.4425318318384286,0.43216060972714965,0.27693573568010466,1.0
0.861404952692804,-0.16121288574757894,0.07366810653905054,1.0
0.9757169384308692,0.2779137960016957,-0.21679919659646515,1.0
1.2606522184861466,0.4810290765447381,0.24900075187888646,1.0
0.4572257054328315,0.053120533709223164,-0.34918941906120765,1.0
1.165765059269781,-0.14536103826022287,0.2362976759047812,1.0
1.6556824350679302,0.24710451065434735,-0.8835618891667896,1.0
1.1887023283227616,0.5034035480678093,0.6035677103788398,1.0
0.6916626978285743,-0.7011562281653704,-0.10106887222440704,1.0
1.4864928586980353,0.1460034550316392,0.030950844599062777,1.0
0.9158476955136409,0.08537744238284829,0.21458035897953412,1.0
1.3075096594477436,0.08665169969979411,0.020963795643036295,1.0
