x_m,y_m,z_m,alpha,beta,gamma,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,wrench_0,wrench_1,wrench_2,wrench_3,wrench_4,wrench_5
-0.03763796389102936,-0.09446012228727341,0.004999999888241291,-0.04159020259976387,0.03014235943555832,0.45236343145370483,-2.1272895336151123,-0.5312868356704712,7.09094762802124,-3.1999123096466064,7.392993927001953,-8.237311363220215,5.535968780517578,6.950952529907227,-6.363646984100342,-1.3930693864822388,-6.690004348754883,4.132082462310791,0.7069553732872009,2.7064669132232666,-6.070260524749756,-5.765082836151123,1.3386516571044922,36.26898956298828,28.774917602539062,-11.817008972167969,-1.7075767517089844,8.294391632080078
0.13521429896354675,0.012570284307003021,0.004999999888241291,-0.04416052997112274,0.05178067088127136,1.9190878868103027,-9.170053482055664,-3.5586493015289307,1.19489324092865,7.158698081970215,3.3385488986968994,-1.2920734882354736,9.062402725219727,4.384903907775879,8.603303909301758,0.5517594814300537,-4.8219146728515625,-8.943466186523438,4.521697044372559,-7.573940277099609,-3.9444973468780518,0.6494181752204895,-136.53244018554688,97.71682739257812,44.307769775390625,6.597238540649414,-21.57070541381836,33.549983978271484
0.06959818303585052,0.1118837520480156,0.004999999888241291,0.07090479880571365,-0.04355156794190407,1.6346393823623657,1.2883317470550537,2.0116639137268066,-6.674893379211426,-2.405251979827881,2.3438844680786133,9.396377563476562,4.5526227951049805,8.452075004577637,5.244241237640381,1.8343393802642822,-6.15953254699707,3.3337130546569824,2.4675912857055664,2.0493834018707275,-0.20428264141082764,0.5731320977210999,-1.1738920211791992,2.125828742980957,-1.530393362045288,-0.35557126998901367,-0.2855103611946106,0.010555267333984375
0.02959754504263401,0.06966746598482132,0.004999999888241291,-0.04371243342757225,0.021794641390442848,-2.1746110916137695,-3.3111493587493896,0.38625386357307434,-6.048882007598877,6.103487968444824,-6.28446102142334,-8.300674438476562,-1.2750794887542725,3.1661489009857178,-1.2456635236740112,-4.464917182922363,1.1634236574172974,-3.059953212738037,8.657353401184082,8.452902793884277,0.04743640124797821,-3.4423201084136963,-44.87903594970703,-58.96860885620117,52.645652770996094,14.828603744506836,-15.546562194824219,-11.600105285644531
-0.10319440811872482,0.0919683426618576,0.004999999888241291,-0.03980228304862976,0.012522036209702492,-2.2038304805755615,4.742648124694824,-9.265741348266602,-0.5046198964118958,-3.2735321521759033,8.410717964172363,-9.759939193725586,1.0562975406646729,4.813271522521973,-0.2996402382850647,-8.291939735412598,9.449227333068848,0.3602086305618286,2.283724784851074,-5.267804145812988,-0.33003830909729004,-1.4170101881027222,151.9351043701172,-63.34927749633789,-90.52080535888672,-6.80534553527832,21.607723236083984,-30.241119384765625
-0.10320164263248444,0.04763501137495041,0.004999999888241291,0.045273538678884506,0.058089859783649445,-1.4566034078598022,-8.502082824707031,-7.876792907714844,6.749450206756592,-5.203600883483887,-6.100834369659424,0.09822902828454971,5.374942779541016,-8.761069297790527,1.5361584424972534,-7.615791320800781,-9.27077865600586,-8.945120811462402,6.683282375335693,-7.640550136566162,-9.096972465515137,-1.242002248764038,-9.334165573120117,23.573801040649414,-20.265968322753906,-3.9398372173309326,-5.610086917877197,1.9525889158248901
-0.1325749158859253,0.05768296867609024,0.004999999888241291,-0.008772051893174648,0.07087556272745132,-0.872893214225769,6.87986946105957,-4.751832485198975,-1.565747618675232,-9.201549530029297,-1.0184297561645508,1.5522615909576416,1.4181411266326904,-3.351466178894043,-3.6893362998962402,-7.867527484893799,-2.6640336513519287,-8.010107040405273,5.331918716430664,9.325486183166504,9.4014892578125,7.301422119140625,53.74382781982422,-44.27733612060547,-21.50701904296875,6.220922470092773,9.585611343383789,-5.341233253479004
0.10985284298658371,0.10475869476795197,0.004999999888241291,0.04829510301351547,-0.08514470607042313,-0.575190544128418,2.015842914581299,4.0173139572143555,-4.295884132385254,2.615408420562744,-0.8870090246200562,-0.35965320467948914,5.155531406402588,-4.361632823944092,-3.6392078399658203,8.492835998535156,-8.875514030456543,-0.2873140275478363,8.25601577758789,2.2072601318359375,0.9281414747238159,-5.0051164627075195,0.6089105606079102,-13.297691345214844,-23.303606033325195,4.378498077392578,0.8769702911376953,-0.0020728111267089844
0.030334504321217537,-0.07509959489107132,0.004999999888241291,-0.07585791498422623,0.03037220612168312,1.1290708780288696,-3.1344902515411377,7.040968418121338,1.1843626499176025,0.2948438823223114,-8.008405685424805,-9.679436683654785,9.273703575134277,-2.4602766036987305,2.0642611980438232,-8.405698776245117,3.662285804748535,8.651333808898926,1.5133050680160522,-7.477693557739258,1.6344305276870728,5.326944351196289,-107.04584503173828,102.41899108886719,39.511634826660156,-17.4193172454834,-18.9840087890625,9.854265213012695
0.0624217726290226,-0.00317251100204885,0.004999999888241291,-0.0021692358423024416,-0.07821940630674362,-2.785459041595459,-1.8716692924499512,7.596755027770996,2.973659038543701,7.984978199005127,2.4701061248779297,-7.374240398406982,-3.8061656951904297,-5.9641008377075195,8.176529884338379,5.208001136779785,3.5279674530029297,-3.9806735515594482,-6.3191046714782715,5.129021644592285,-0.5168410539627075,-5.484209060668945,24.284015655517578,-8.074674606323242,-54.214935302734375,-3.0510096549987793,4.109495162963867,8.339943885803223
